act,prompt
AUDIFONOS GAMER SZ881PRO,"<div>Auriculares para Gaming de camuflaje con cable de 3,5mm, auriculares estéreo Surround para jugadores profesionales, auriculares montados con micrófono para PS4, PS3 y portátil D30</div>
<div></div>
<div>Contenido del paquete:</div>
<div>1 * auricular</div>
<div>1 * Adaptador de Audio de 3,5mm</div>
<div></div>
<div>Descripción:</div>
<div></div>
<div>Este auricular de diseño ergonómico puede crear un buen ambiente durante el proceso de juego.</div>
<div></div>
<div>Te hace cómodo y no sientes nada en la cabeza, simplemente Sumérgete completamente en el mundo de los juegos.</div>
<div></div>
<div>Te ofrece comodidad y una aventura de juego excepcional.</div>
<div></div>
<div>Especificación:</div>
<div></div>
<div>Especificaciones del enchufe: estéreo de 3,5mm</div>
<div></div>
<div>Diámetro del altavoz: 40mm</div>
<div></div>
<div>Especificaciones del micrófono: 6*5mm</div>
<div></div>
<div>Sensibilidad del micrófono: -58dB</div>
<div></div>
<div></div>
<div>Características:</div>
<div></div>
<div>100% nuevo y de alta calidad</div>
<div></div>
<div>Alta Fidelidad micrófono HD</div>
<div></div>
<div>Supergraves, excelente rendimiento de sonido</div>
<div></div>
<div>Diseño ergonómico y almohadillas suaves para oídos para mayor comodidad</div>
<div></div>
<div>Enchufe estándar de 3,5mm, niquelado</div>
<div></div>
<div>Compatible con PS4 / smartphone / PC</div>
<div></div>
<div>Fácil de usar:</div>
<div></div>
<div>1. Cuando se conecta a XBOX-ONE, se requiere un convertidor de audio</div>
<div></div>
<div>2. Se puede conectar directamente a PS4</div>
<div></div>
<div>3. Cuando se conecta a PC, se necesita un cable convertidor 2 en 1</div>"
AUDIFONOS M2,"Diámetro del altavoz: 40Φmm
Rango de frecuencia: 15-20000Hz
Sensibilidad: 105 ± 3dB
Impedancia: 32 Ω ± 15%
Longitud del Cable de los auriculares: aprox. 2,1 m
Tamaño del paquete: 25*20*12,5 cm/9,84*7,87 * pulgadas
Peso del paquete: 527,5g/18,61 oz"
AUDIFONOS TIPO GATO CXTB39,"<div>Audifonos diadema bluetooth gato bateria de larga duración y diseño exclusivo-Radio FMBluetooth</div>
<div></div>
<div>MicroSD-AUX-</div>
<div></div>
<div>Compatible:Universal</div>
<div></div>
<div>Communication:Wireless</div>
<div></div>
<div>Estilo:En oreja</div>
<div></div>
<div>Tipo:Auricular Bluetooth-Rosa-beich-Lila claro-Café -beich</div>
<div></div>
<div>Versión de Bluetooth: Bluetooth CSR 4.1.</div>
<div></div>
<div>Distancia de transmisión: 32.8 ft. Tiempo de uso: de 8 a 10 horas-Tiempo en espera: 720 horas.</div>
<div></div>
<div>Capacidad de la batería: batería de litio recargable de 400 mAh.</div>
<div></div>
<div>Función de auriculares: ajustar el volumen, cambiar canciones, contestar llamadas, rechazar llamadas, colgar llamadas, reproducción Bluetooth, llamadas manos libres, repetición de teléfono, conexión Bluetooth, mensaje de voz, pantalla de encendido.</div>
<div></div>
<div>Gatito 1.575 in de diámetro.</div>
<div></div>
<div>Sensibilidad: 115 dB S.P.L a 1 KHZ.</div>
<div></div>
<div>Resistencia: 32 O.</div>
<div></div>
<div>Respuesta de frecuencia: 20 Hz-20 KHz.</div>
<div></div>
<div>Potencia nominal: 15 mW × 2</div>"
AUDIFONOS KUBITE K-17,"<div></div>
<div>arca: KUBITE</div>
<div>Modelo: K-17 Pro</div>
<div>Color: Negro</div>
<div>Diámetro del altavoz: 40Φmm</div>
<div>Rango de frecuencia: 15-20000Hz</div>
<div>Sensibilidad: 105 ± 3dB</div>
<div>Impedancia: 32 Ω ± 15%</div>
<div>Longitud del Cable de los auriculares: aprox. 2,1 m</div>
<div>Tamaño del paquete: 25*20*12,5 cm/9,84*7,87 * pulgadas</div>
<div>Peso del paquete: 527,5g/18,61 oz</div>"
AURICULARES KUBITE T2,"<div>Especificación:</div>
<div></div>
<div>Tipo de auriculares: Auriculares de juegos de azar</div>
<div>Diámetro del altavoz: 50mm Sensibilidad: 112dB/mW</div>
<div>Color: Oro.</div>
<div>Rango de frecuencia de respuesta: 20-20000Hz</div>
<div>Tipo de auriculares: atado con alambre</div>
<div>Micrófono apuntando: Omni-direccional</div>
<div>Diámetro del enchufe: 3 doble.5mm   USB</div>
<div>Tipo del enchufe del auricular: tipo en línea</div>
<div>Fuente de salida de auriculares: PC</div>
<div>Longitud de cable: 2.3 metros</div>"
AUDIFONO AS90,"Diseño tipo gamer
Micrófono compatible con Android, iPad, iPod, iPhone, Blackberry
Diafragmas de neodimio de 40 mm
Rango de frecuencia 15-20 Hz
Auriculares acolchados
Sensibilidades (dB/mW): 38 dB/mW
Unidad de diafragma: 40 mm
Longitud del cable: 2.1 m
Control remoto: Botón multifunción/ – App
Ofrece calidad Premium en excelente bajo"
AUDIFONO K10,"Diseño tipo gamer
Micrófono compatible con Android, iPad, iPod, iPhone, Blackberry
Diafragmas de neodimio de 40 mm
Rango de frecuencia 15-20 Hz
Auriculares acolchados
Sensibilidades (dB/mW): 38 dB/mW
Unidad de diafragma: 40 mm
Longitud del cable: 2.1 m
Control remoto: Botón multifunción/ – App
Ofrece calidad Premium en excelente bajo"
AUDIFONO XY-940,"Modelo: XY-940
Entrada audio: enchufe de 3.5m m
Altavoz: altavoz magnético de acero grande de 40m m para adaptar XY-940
Sensibilidad del Presidente: 116 ± 3dB
Poder del withstand del Presidente: 20mW
Gama de frecuencia del Presidente: 20Hz-20KHz
Impedancia: 32Ω
Micrófono: ayuda
Gama de frecuencia del micrófono: 30Hz-16KHz
Sensibilidad del micrófono: -58 ± 3dB
Versión de Bluetooth: V5.0
Microprocesador de la solución de Bluetooth: Jieli6925D
Protocolo de la transmisión: EDR   A2DP
Código de transmisión: SBC
Tecnología de la reducción del nivel de ruidos: DSP   AEC
Gama de frecuencia: 2.402 ~ 2.480GHz
Distancia de transmisión eficaz: 10 metros
Transmita el poder: 5dBm
Capacidad de la batería: batería de litio 200mHA
Corriente de carga: 5V 500mA
Tiempo de carga: hora &lt;1
Tiempo del uso: &gt; 5 horas
Tiempo en espera: &gt; 100 horas
Tarjeta de MicroSD/TF: ayuda hasta 32G, juego de la ayuda/pausa/anterior/después
FM que escucha: frecuencia completa de la búsqueda y de la reserva de la frecuencia de FM de la ayuda
Arco principal: barra del tirón del cuero   del metal de la proteína
Bifurcación externa: ABS   barniz ULTRAVIOLETA mudo
Cuenco: ABS   barniz ULTRAVIOLETA mudo
Película del oro: color interno del espray de la malla metálica de la capa   espray externo del ABS de la capa   barniz ULTRAVIOLETA mudo
Botón: ABS
Orejeras: cuero de la proteína   suavemente algodón."
AUDIFONOS BW06,"Audifonos Inalámbricos
<ul>
 	<li>Conexión Bluetooth</li>
 	<li>Radio FM</li>
 	<li>Ranura Micro SD con Lector MP3</li>
 	<li>Opcion de Entrada AuX para conectar con Cable</li>
 	<li>Microfono incorporado</li>
</ul>"
AUDIFONO AS40,"Diseño tipo gamer
Micrófono compatible con Android, iPad, iPod, iPhone, Blackberry
Diafragmas de neodimio de 40 mm
Rango de frecuencia 15-20 Hz
Auriculares acolchados
Sensibilidades (dB/mW): 38 dB/mW
Unidad de diafragma: 40 mm
Longitud del cable: 2.1 m
Control remoto: Botón multifunción/ – App
Ofrece calidad Premium en excelente bajo"
AUDIFONOS T590,"<strong>Diseño tipo gamer
Micrófono compatible con Android, iPad, iPod, iPhone, Blackberry
Diafragmas de neodimio de 40 mm
Rango de frecuencia 15-20 Hz
Auriculares acolchados
Sensibilidades (dB/mW): 38 dB/mW
Unidad de diafragma: 40 mm
Longitud del cable: 2.1 m
Control remoto: Botón multifunción/ – App
Ofrece calidad Premium en excelente bajo
</strong>"
AUDIFONOS TV10,"<div></div>
<div>Función: Auriculares comunes</div>
<div>Función: microphone</div>
<div>Función: Compatible con música</div>
<div>Función: Control por voz</div>
<div>Función: Para videojuegos</div>
<div>Función: Cancelación de ruido</div>
<div>Función: Portátil</div>
<div>Función: Auriculares HiFi</div>
<div>Fecha de lanzamiento: 2016</div>
<div>Sensibilidad: 103±3dB</div>
<div>Longitud del cable: 1,2 m</div>
<div>Principio de vocalidad: Dinámico</div>
<div>Tipo de enchufe: Tipo de línea</div>
<div>Rango de respuesta en frecuencia: 20 - 20000 Hz</div>
<div>Estilo: Headband</div>
<div>Inalámbrico: NoConectores: AUX</div>
<div>Número de modelo: TV10</div>
<div>Comunicación: Cableado</div>
<div>Micrófono integrado: Si</div>
<div>Resistencia: 32 Ω</div>
<div>Use: Portable Media Player</div>
<div>Connectors: 3.5mm</div>"
AUDIFONOS 950BT,"<div>Tipo:Auricular Bluetooth-Rosa-beich-Lila claro-Café -beich</div>
<div></div>
<div>Versión de Bluetooth: Bluetooth CSR 4.1.</div>
<div></div>
<div>Distancia de transmisión: 32.8 ft. Tiempo de uso: de 8 a 10 horas-Tiempo en espera: 720 horas.</div>
<div></div>
<div>Capacidad de la batería: batería de litio recargable de 400 mAh.</div>
<div></div>
<div>Función de auriculares: ajustar el volumen, cambiar canciones, contestar llamadas, rechazar llamadas, colgar llamadas, reproducción Bluetooth, llamadas manos libres, repetición de teléfono, conexión Bluetooth, mensaje de voz, pantalla de encendido.</div>
<div></div>
<div>Gatito 1.575 in de diámetro.</div>
<div></div>
<div>Sensibilidad: 115 dB S.P.L a 1 KHZ.</div>
<div></div>
<div>Resistencia: 32 O.</div>
<div></div>
<div>Respuesta de frecuencia: 20 Hz-20 KHz.</div>
<div></div>
<div>Potencia nominal: 15 mW × 2</div>"
AUDIFONO P1,"<strong>Diseño plegable y liviano
Micrófono compatible con Android, iPad, iPod, iPhone, Blackberry
Diafragmas de neodimio de 30 mm
Rango de frecuencia 10-24.000 Hz
Auriculares acolchados
Sensibilidades (dB/mW): 98 dB/mW
Unidad de diafragma: 30 mm
Longitud del cable: 1,2 m
Control remoto: Botón multifunción/ – App
Ofrece calidad Premium en excelente bajo</strong>"
AUDIFONOS M2,"Es inalámbrico:No
Tipo De Wireless:Otros
Principio Vocalism:Dinámica
Control de volumen:Sí
Botón de Control:No
Los Codecs:apt-x
Marca:wiisun
Número de Modelo:m2
Estilo:Diadema
Comunicación:Inalámbrico
Uso:Teléfono móvil, Ordenador
Función:Cancelación de ruido
Estándar impermeable:IPX-4
Cancelación de Ruido activa:No
Versión:V5.0
Característica:Sonido perfecto
Tiempo de carga:1-2 horas
Tiempo de trabajo:6-8 horas"
AUDIFONOS GATO-BK1,"<div></div>
<div>Especificación:</div>
<div>Versión de Bluetooth V5.0</div>
<div>Frecuencia 2,40 GHz-2,48 GHz</div>
<div>Potencia ≤ 4 dBm, Clase 2</div>
<div>Alcance efectivo 10 M</div>
<div>Sensibilidad 105db / 0.1% Ber</div>
<div>Respuesta de frecuencia 20Hz-20kHz</div>
<div>Tasa S / n 110 dB</div>
<div>Distorsión 0.10%</div>
<div>Tamaño del altavoz 40 mm</div>
<div>Soporta A2DP 1.2, AVRCP 1.0, HSP, HSF 1.5</div>
<div>Voltaje 3.7vdc (batería recargable de 360 mAh)</div>
<div>Tiempo de conversación 15 horas</div>
<div>Tiempo de música 8 horas</div>
<div>Tiempo en espera 148 horas</div>
<div>Tiempo de carga 2 horas.</div>
<div>Corriente 20 mA</div>
<div>Temperatura de funcionamiento -4 ~   131 ° F (-20 ~   55 ° C)</div>
<div>LISTAS DE PAQUETES:</div>
<div>1 * AURICULARES BLUETOOTH INALÁMBRICOS</div>
<div>1 * MANUAL DE USUARIO</div>
<div>1 * CABLE DE CARGA USB</div>
<div>1 * cable de audio</div>"
AUDIFONOS CAT A28,"<div></div>
<div>Conectividad: Bluetooth</div>
<div>Inalámbrico</div>
<div>Cuenta con micrófono: Sí</div>
<div>Aislador de sonido: Sí</div>
<div>Bluetooth   Función MP3</div>
<div>Cuenta con Bluetooth: Sí</div>
<div>Tipo de audífono: Over-Ear</div>
<div>Frecuencia: 2.40 GHz - 2.48 GHz</div>
<div>Escuche música estéreo y atienda llamadas de teléfono</div>
<div>Soporta todos los dispositivos de audio que tienen capacidad de Bluetooth (teléfono celular, tableta, computadora portátil, computadora, et</div>"
PARLANTE HF,"Rango de transmisión inalámbrica
10M
De ruido
≥ 90db
Capacidad de la batería
1200mAh
Tensión de
3,7 V
Volumen Normal de tiempo de juego
5-6 horas
Cuerno de especificación
OD 52mm x 2pcs
El altavoz de la energía
4 Ω / 10W
Respuesta de frecuencia
120hz-20khz
Caja de cartón de la capacidad
100 piezas
Voltaje de carga
5V / 500MA"
PARLANTE LINTERNA,"'-Modelo: ZQ-101
-Distancia de conexión: &lt;= 10M
-Entrada: 5V
-Potencia de salida: 5W
-Versión Bluetooth: V5.1
-Voltaje de funcionamiento: DC5V
-Tiempo de vida útil: 3-8 horas
-Potencia de iluminación de la Linterna: 1W
-Capacidad de la batería: 1200mAh
-Tamaño del producto: 20*8*9cm
-Peso del producto: 0,35 KG
-Peso bruto del producto: 0,42 KG
-Tamaño de la caja de Color: 20,3*8,5*9,5 cm
-Accesorios: cable de datos, cordón, bolsa de PE, caja de color"
Strong Bass J ET-901,"<div>Especificaciones: Versión de Bluetooth: 5.0 Versión inalámbrica: V5.0   EDRO Temperatura de funcionamiento: -40 ° C ~   80 ° C Distancia de transmisión: ≥10M (sin barreras) Rango de trabajo : Hasta 10m Clase de potencia: Clase 2, ~ 4dB Interfaz: Puerto de carga de energía, Pendrive USB, Soporte para tarjeta Micro SD, Soporte AUX Sensibilidad: -80dB @ 0.1% DER Frecuencia: 2.4G-2.480GHz SNR: ≥75dB Salida: 5W * 2 Voltaje de carga: 5 V Potencia Salida: 5 W Capacidad de la batería: 1200 mAh Altavoz: 52 Magnético externo 4 Ω 5W Respuesta de frecuencia: 80Hz ~ 15KHz Sensibilidad del micrófono: -38dBTF Tarjeta y disco U: 64G Max</div>
<div></div>
<div>Especificaciones de &#x1f525;Strong Bass J ET-901 Mini altavoz portátil con Bluetooth inalámbrico, pendrive USB, tarjeta Micro SD, radio FM</div>
<div>MarcaSKU1450458174_MY-4704934210ModeloET-901Características del altavoz portátilRadio, control de volumen, sonidos 3D, función de llamada manos libres, conector para auriculares, emparejamiento estéreo, recargable, entrada auxiliar, micrófono incorporadoBatería incorporadaSíBluetoothSíTipo de garantíaPeríodo de garantía del vendedor internacional1 mes de garantía</div>
<div>Contenido de la caja 1 altavoz ET-901, 1 cable de carga micro USB, 1 cinturón</div>"
PARLANTE Q3,"CARACTERÍSTICAS:
-Modelo: Q3.
-Bluetooth: Si.
-Versión Bluetooth: 4.2.
- Admite la función TF (no incluida, admite el formato MP3 y WMA), tarjeta TF de hasta 32 GB.
-Conector AUX: Si.
-Número de conectores AUX: 1.
- Función de entrada de línea, reproducción de música desde MP3, MP4 y otros equipos de música con conector de 3,5 mm.
- Radio FM
-Le permite responder a una llamada de manos libres.
-Número de conectores USB: 1.
-Conector USB: Si.
-Alimentado por batería recargable (carga a través del cable USB).
-La apariencia exquisita y el diseño de moda te hacen más elegante.
-Tipo de uso: Interiores y Exteriores.
-Resistente al Agua: No.
-Fuente de poder: DC5V.
-Duración de batería: 10 h.
-Tiempo de carga: 3-4 h
-Marca Producto: KISONLI.
-Medidas: 95*95*108 mm"
PARLANTE DE DUCHA,"Comunicación: Bluetooth
: Es
tipo de altavoz: Portátil
Fuente de alimentación:
Número de carcasa de altavoz: 1
Certificación: Sin
material del chasis: Plástico
Audio Cross: Rango completo
canal: 2 (2.0)
Origen: CN (origen)
potencia de entrada (w): &lt; 25w
asistente personal inteligente: Sin
potencia de salida: 35w
control remoto: Sin
tarjeta de memoria de soporte: Sin función de reproducción
: Pantalla MP3
Pantalla: No
Control de voz: No
Material: Plástico
Soporte APT-X: No
música Wi-Fi: Altavoz portátil mini
resistente al agua: Es
micrófono incorporado: Es
PMPO: 35w
Función: Sin
Rango de frecuencia: Altavoz inalámbrico compatible con 2kHz-20kHz
Bluetooth impermeable: Altavoz de ducha impermeable
Altavoces inalámbricos"
PARLANTE AOAS E-001,"<div>Parlantes ideales para PC o cualquier dispositivo con salida 3.5</div>
<div></div>
<div>- Buen volumen y nitidez</div>
<div></div>
<div>- Con control de volumen</div>
<div></div>
<div>- No necesita enchufe / Alimentación USB</div>
<div></div>
<div>Peak power: 5W</div>
<div></div>
<div>Speaker: 52mm x 2</div>
<div></div>
<div>Frecuencia response: 90Hz - 20KHz</div>
<div></div>
<div>Power supply: 5V (USB)</div>"
PARLANTE BLUETOOTH AK-1131,"<div></div>
<div>Definición:Parlante bluetooth /radio, entrada de USB/Auxiliar/TF, contiende nylon para sujetar y manual de indicaciones.</div>
<div>Caracteristicas:</div>
<div>* Modelo: Parlante AK-1131</div>
<div>* Salida nominal: 3W</div>
<div>* Bateria: 800mAh 3.7V</div>
<div>* Version inalambrica: 5.0</div>
<div>* Potencia de entrada: DC 5V, 1000mA</div>
<div>* Duracion de uso: aproximadamente 3 horas</div>
<div>* Relacion señal/ruido: -75db~95db</div>
<div>* Entrada de audio: USB, Auxiliar/TF</div>
<div>* Colores disponibles: Negro, palo rosa, celeste.</div>
<div>* Incluye: cable V8 de carga</div>"
HAF U20  PARLANTE PORTATIL,"Nombre del producto : Altavoz Bluetooth portátil
Material: ABS   red de hierro   LED
Función: Las manos
Versión de Bluetooth: 5,1
Potencia de salida: 5W
De la batería
1200mAh
Tensión de funcionamiento
DC 5V
Tamaño
254*81*71,5 MM
Tamaño de la caja de Color
258*76*90MM
Apoyo formato
Auxiliar MP3.WMA.TF tarjeta
Peso
565g
PCS/box
50
G.W
33,5
Tamaño del cartón
531*400*476mm
Accesorios
Anfitrión   cable de carga"
ALTAVOZ DE AGUA RITMICA CON LUCES LED,"Características:
1. Diseño de apariencia concisa, melodía perfecta combinación con baile acuático y lámpara LED SOLO es deslumbrante multicolor
2. Doble vía y doble bocina. Siente el impacto del sentido tridimensional y el sentido del espacio
3. material acrílico de alta calidad textura extraordinaria
4. El líquido que usa aceite especial en lugar de agua es más seguro y no conduce.
5. La entrada de audio de 3,5mm se puede aplicar a portátiles, ordenadores de sobremesa, netbook y otros dispositivos con salida de audio 3,5. En cuanto al cable USB se puede utilizar para el teléfono móvil MP3/MP4, otros equipos con salida de audio 3,5
Especificaciones:
1. Dimensiones: 8,82x2,44x2 pulgadas/22,4x6,2x5,1 cm (largo x ancho x Alto)
2. Peso: 25,75 oz / 760g
3. Potencia de salida: 3Wx2
4. Tipo de puerto: USB A macho A mini 5 pines, junta de audio de 3,5mm
5. Alimentado por puerto USB, no se necesita fuente de alimentación externa
El paquete incluye:
2x Altavoz de agua danzante (un par)
1 Cable USB
1x Cable de Audio de 3,5mm"
